Name,Reviews,Num_Start,Date
Điện thoại Samsung Galaxy S9+ 128GB,"Đây là lần cảm giác đầu tiên sự mượt mà đến tứ Samsung kêr từ dòng Galaxy S2. Qua các đời S3 S4 ......s9+ là con hoàn thiện nhất. 
1. Cảm ứng mượt 
2. Âm thang dolby Atmos 2 loa hệu ứng stereo rõ và to
3. Chụp ảnh đẹp 2 khẩu độ
4. Pin đủ dùng trong ngày
5. Giữ jack tau nghe 3.5mm
Hài lòng với S9+.100%. Màu tím Tử Đinh Hương đẹp trung tính cho cả nam và nữ ",5,19/04/2018

Điện thoại Samsung Galaxy S9+ 128GB,"Rất tuyệt vời .tất cả mọi mặt đều hài lòng.sức mạnh.pin trâu.thiết kế rất tuyệt vời .sang trọng , nhất là màu vàng hoàng kim.kích thước vừa đủ.ko to ko nhỏ.thật sự rất xứng đáng giá tiền !",5,04/10/2018

Điện thoại Samsung Galaxy S9+ 128GB,"Thiết kế sang trọng , màn hình hiển thị rất đẹp, sắc nét và có chiều sâu. Hiệu năng CPU và GPU rất mạnh, chụp ảnh đẹp , đánh giá cao tính năng quay siêu chậm. Loa ngoài của máy âm bass rõ ấm. Camera quá đẹp. Chụp xóa phông quá chuẩn.",5,22/09/2018

Điện thoại Samsung Galaxy S9+ 128GB,"Không hiểu S9+ mọi thứ đều thua note9 mà lại bán giá cao hơn note9 là sao nhỉ ???
Note9 ra mắt rồi thì giảm giá S9+ xuống tầm 20tr là đẹp :D",4,08/09/2018

Điện thoại Samsung Galaxy S9+ 128GB,"- Good.
- It A Beautiful And Speed.
- Samsung Galaxy S9+ Is High Level The Best.",5,17/08/2018

Điện thoại Samsung Galaxy S9+ 128GB,"Samsung s9+ chỉ để giải trí. Giới trẻ sử dụng nếu yêu thích khám phá tọc mạch. Chip mạnh. Nhưng k đc tối ưu hóa vì iphone làm quá tốt điều này. Hệ điều hành do họ phát triển nên độ mượt mà và ổn định cao. Độ tương thích thì tuyệt đối. Đang xài ip6s chuyển sang s9plus cảm thấy hơi hụt hẫng vì chiến game và độ mượt mà khi sử dụng k bằng đt apple đã làm cách đây 3 năm. H s9plus chỉ để nghe gọi, chụp hình. Còn các tác vụ còn lại vẫn sử dụng iphone SE",3,09/08/2018

Điện thoại Samsung Galaxy S9+ 128GB,Admin cho hỏi. Điện thoại tôi khi cấm sạc báo là ở chế độ kết nối usb dẫn tới sạc pin rất chậm. Sạc ở chế độ usb giờ phải làm sao.,5,23/07/2018

Điện thoại Samsung Galaxy S9+ 128GB,Mới trải nghiệm nhưng galaxy chỉ được lúc đầu về sau lag lắm. Giật giật ức chế. Giờ chuyển sang iphone thì thấy mượt mà hơn hẳn. Camera theo trải nghiệm của mk thì nếu chụp thường thì ok. Nhưng chụp qua 360 thì iphone cho anh đep hơn.  Giờ thích iphone fan ss đừng ném đá nhé. ,4,10/07/2018

Điện thoại Samsung Galaxy S9+ 128GB,"Chiếc điện thoại này có màn hình siêu nét, kể cả camera, có nhiều tính năng nâng cao trong camera,dễ sử dụng,ram 6gb bộ nhớ trong 128gb giúp có thể tải nhiều nội dung, có khả năng chống nước và bụi chuẩn ip68 như s8 s7",5,09/06/2018

Điện thoại Samsung Galaxy S9+ 128GB,"Nói chung thì s9 plus máy xài mượt. Mọi thứ điều ok nhưng pin thì hơi kém 1tí so với màn hình 2k+ thì cũng hợp lệ rùi. Còn đem so sánh vs iphone 8plus hay X thì cả 3 máy tốc độ xử lý ngang nhau. Còn chụp hình thì iphone chân thật hơn 1xíu còn s9plus thì màu hơi tươi và cà da mịn hơn so vs iphone.điều này cũg hk quan trọg tùy sở thích của mõi người. Còn giải trí thì màn hình con s9plus ăn đứt iphone 8plus vs X còn về bảo mật thì iphone cao hơn 1tí.
So giá cả thì mình thấy s9plus ngon hơn. Mình không phải fan của hãg nào hixxx cảm nhận của mình khi dùng s9plus và cũng test với mấy ae xài iphone 8plus hay X rùi. Mình cũng TIN TƯỞNG HÀNG CỦA THẾ GIỚI DI ĐỘNG HƠN SO VỚI THỊ TRƯỜNG BÊN NGOÀI",5,25/05/2018

Điện thoại Samsung Galaxy S9+ 128GB,"Đã mua và đang sử dụng, xài rất ok , 1 lỗi duy nhất là rất nhanh hết pin, mặc dù mình bật chế đọ tiết kiệm pin, và luôn delete các ứng dụng ngầm .",4,13/04/2018

Điện thoại Samsung Galaxy S9+ 128GB,Đã mua s9 plus 128g xài ngon mượt sang trọng. So iphonex thì cũng không thua gì ngang ngữa nhau.,5,08/04/2018

Điện thoại Samsung Galaxy S9+ 128GB,"Máy quá đỉnh luôn xài tốt hơn iPhone x , cảm ứng cực nhạy và hệ điều hành 8.0 nên xài rất ngon hơn nữa đặc biệt là liên quân xài rất mượt",5,21/03/2018

Điện thoại iPhone 8 Plus 64GB,Đang xài và rất oki nhân viên thế giới di động rất xinh gái😀 (tp yên bái) rất đáng đồng tiền bát gạo,4,10/12/2018

Điện thoại iPhone 8 Plus 64GB,"Sp đẹp , mượt , cầm trên tay rất sang , đang test thử pin nên chưa biết như thế nào. 
Tư vấn rất nhiệt tình ,",5,03/12/2018

Điện thoại iPhone 8 Plus 64GB,Máy đẹp. chụp hình đẹp. sang trọng. nhân viên tư vấn nhiệt tình.,5,26/11/2018

Điện thoại iPhone 8 Plus 64GB,Thiết kế máy đẹp. chạy mượt.  nhân viên tư vấn nhiệt tình. Đáng đồng tiền bỏ ra.,4,26/11/2018

Điện thoại iPhone 8 Plus 64GB,"Sau 1 thời gian suy nghĩ, Em 8+ 64g về đội của mình. Chơi game chụp ảnh quá tuyệt vời cho 1 siêu phẩm. Chụp ảnh 3D đăng lên facebook ngầu quá luôn. 
Bạn nào đang phân vân thì hốt về luôn đi trải nghiệm.
",5,26/11/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm dùng rất đáng với số tiền bỏ ra, chỉ có cái là sạc 3 tiếng mới đầy. Nhân viên tgdd phục vụ rất nhiệt tình chu đáo. Luôn ủng hộ tgdd",5,13/11/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm rất đẹp, nhân viên tư vấn rất nhiệt tình và thân thiện, rất hài lòng, mình mua màu red rất ưng ý.
Sẽ vẫn tiếp tục ủng hộ, mua về vẫn chưa phát sinh lỗi gì, camera đẹp, pin tối ưu rất tốt, xài 4g chụp ảnh chơi game làm việc thoải mái cuối ngày vẫn còn 20 30%.",5,11/11/2018

Điện thoại iPhone 8 Plus 64GB,"Rất hài lòng về sản phẩm và chính sách bảo hành của siêu thị
Được đổi một máy mới ngay khi máy gặp lỗi
Nhân viên nhiệt tình chu đáo",5,09/11/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm tốt nhân viên vui vẻ nhiệt tình 
Dẩn phẩm lỗi màn hình đổi ngay cái mới
Chính sách bảo hành quá tuyệt",5,09/11/2018

Điện thoại iPhone 8 Plus 64GB,"Màu sắc rất đẹp , chạy mượt mà , mình sử dụng gần 1 năm rồi không hề vị đứng máy , chụp ảnh cực kỳ đẹp ",5,08/11/2018

Điện thoại iPhone 8 Plus 64GB,"rất hài lòng về sản phẩm, pin sử dụng lâu, thiết kế kính sang trọng, chụp xóa phông đẹp, màu sản phẩm đẹp, chương trình khuyến mãi rất ưu đãi, cảm ứng mượt mà, 1 sản phẩm tốt",4,07/11/2018

Điện thoại iPhone 8 Plus 64GB,"Máy thiết kế đẹp, nhanh, mượt ,pin tốt nhân viên nhiệt tình vui vẻ , dịch vụ tốt. nói chung rất hài lòng",5,05/11/2018

Điện thoại iPhone 8 Plus 64GB,"thiết kế sang trọng,chụp hình đẹp, tốc độ xử lý nhanh, pin dùng rất ok. Tôi rất hài lòng về chất lượng sản phẩm này",5,04/11/2018

Điện thoại iPhone 8 Plus 64GB,"Sản phẩm rất tốt
Thiết kế đẹp sang trọng
Cấu hình ngon có thể xài 2 3 năm nữa mà không lỗi thời",5,04/11/2018

Điện thoại iPhone 8 Plus 64GB,Máy mới mua được 10 ngày mà pin sài nhanh hết. Gọi 1 cuộc 20 phút hết 12% pin lúc gọi nóng. Chơi game thì tụt nhanh khủng khiếp. Khi sạc thì đầu sạc nóng như lừa đốt vào cảm giác có khi nó bóc lửa cháy luôn,3,04/11/2018

Điện thoại iPhone 8 Plus 64GB,"Sp mình đang sử dụng pin tốt, rất hài lòng, rất đáng tiền, sản phẩm nhìn đẹp và màu sắc rất sạng trọng. Nhân viên rất nhiệt tinh. Vui vẻ",5,03/11/2018

Điện thoại iPhone 8 Plus 64GB,"Chất lượng sản phẩm rất tốt, mượt mà, bền, chạy nhanh, màu đẹp, rất đáng tiền mua sản phẩm, pụhc vủ rất nhiệt tình",5,02/11/2018

Điện thoại iPhone 8 Plus 64GB,Sản phẩm thiết kế rất đẹp và lịch sự. Nhiều tính năng hay và bổ ích. Tuyệt vời quá đẹp,5,30/10/2018

